product_id,category,subcategory,price,cost,brand,launch_date,avg_rating
SKU000130,Beauty,Haircare,50.95,23.48,Brand_M,2023-09-10,4.7
SKU000131,Apparel,Pants,22.46,8.52,Brand_E,2026-02-07,4.1
SKU000132,Home,Storage,26.29,12.0,Brand_O,2025-09-23,4.7
SKU000133,Home,Lighting,55.98,33.08,Brand_K,2022-06-15,3.7
SKU000134,Apparel,Pants,94.19,52.11,Brand_D,2023-05-30,3.6
SKU000135,Home,Lighting,45.85,18.06,Brand_N,2023-05-03,4.0
SKU000136,Electronics,Laptops,33.65,21.48,Brand_K,2023-12-05,4.3
SKU000137,Beauty,Makeup,6.51,3.59,Brand_K,2022-11-11,4.7
SKU000138,Apparel,Shoes,17.54,7.94,Brand_O,2022-01-27,2.8
SKU000139,Toys,Plush,31.83,19.74,Brand_G,2025-05-05,4.6
SKU000140,Beauty,Fragrance,16.21,10.07,Brand_Q,2022-09-17,4.0
SKU000141,Electronics,Laptops,68.94,41.93,Brand_B,2022-10-23,3.3
SKU000142,Home,Bedding,69.6,36.81,Brand_O,2026-05-12,4.5
SKU000143,Sports,Cycling,15.27,7.11,Brand_O,2024-10-05,4.0
SKU000144,Beauty,Fragrance,10.64,5.63,Brand_D,2025-04-24,4.7
SKU000145,Apparel,Accessories,57.91,34.96,Brand_G,2023-05-28,4.1
SKU000146,Home,Bedding,34.62,18.08,Brand_T,2025-03-31,3.2
SKU000147,Electronics,Cables,116.74,66.03,Brand_E,2025-01-04,3.2
SKU000148,Electronics,Audio,167.69,83.54,Brand_I,2024-12-29,3.9
SKU000149,Sports,Outdoor,11.1,4.69,Brand_N,2024-02-26,4.2
SKU000150,Beauty,Skincare,34.43,20.8,Brand_F,2024-11-20,3.7
SKU000151,Electronics,Wearables,159.33,76.29,Brand_I,2024-02-11,4.0
SKU000152,Beauty,Skincare,18.9,8.36,Brand_R,2023-02-16,4.5
SKU000153,Electronics,Cables,77.52,34.49,Brand_J,2023-08-13,4.5
SKU000154,Toys,Plush,12.75,6.68,Brand_F,2023-05-21,4.6
SKU000155,Toys,Building,18.82,11.96,Brand_S,2024-09-21,4.1
SKU000156,Apparel,Pants,12.63,6.29,Brand_D,2025-07-19,3.4
SKU000157,Electronics,Laptops,57.21,20.6,Brand_P,2022-04-20,4.0
SKU000158,Apparel,Shoes,5.08,1.89,Brand_K,2025-09-11,5.0
SKU000159,Apparel,Pants,64.3,30.99,Brand_N,2025-01-15,5.0
SKU000160,Toys,Educational,4.88,3.01,Brand_R,2026-05-18,3.8
SKU000161,Toys,Plush,13.02,5.17,Brand_I,2022-04-29,3.5
SKU000162,Apparel,Shirts,9.76,3.84,Brand_F,2022-12-17,4.8
SKU000163,Beauty,Skincare,34.36,21.63,Brand_S,2025-01-23,4.2
SKU000164,Beauty,Skincare,18.56,11.48,Brand_M,2025-10-02,3.7
SKU000165,Apparel,Shirts,15.07,8.6,Brand_Q,2025-06-20,4.0
SKU000166,Beauty,Skincare,7.6,4.87,Brand_A,2024-10-03,4.0
SKU000167,Beauty,Haircare,16.76,6.66,Brand_I,2025-07-01,4.4
SKU000168,Beauty,Fragrance,17.62,8.29,Brand_E,2024-07-02,3.7
SKU000169,Electronics,Wearables,59.79,31.57,Brand_A,2024-01-29,4.2
SKU000170,Beauty,Skincare,7.01,2.72,Brand_A,2025-01-22,3.8
SKU000171,Electronics,Phones,68.01,33.74,Brand_E,2025-09-12,3.8
SKU000172,Beauty,Haircare,30.23,17.33,Brand_P,2023-02-12,3.9
SKU000173,Apparel,Pants,21.18,8.61,Brand_Q,2025-10-02,3.8
SKU000174,Apparel,Shirts,11.01,6.43,Brand_R,2023-04-09,3.4
SKU000175,Toys,Building,15.83,9.5,Brand_J,2025-12-18,4.0
SKU000176,Apparel,Shoes,18.52,8.21,Brand_C,2024-04-29,3.6
SKU000177,Apparel,Outerwear,14.52,8.8,Brand_G,2023-12-08,3.9
SKU000178,Sports,Cycling,3.99,1.56,Brand_C,2024-05-27,3.7
SKU000179,Home,Kitchen,37.75,23.75,Brand_R,2025-07-06,4.2
SKU000180,Apparel,Shirts,26.78,11.7,Brand_Q,2023-08-06,3.8
SKU000181,Apparel,Pants,26.42,15.07,Brand_F,2025-07-18,3.2
SKU000182,Beauty,Haircare,28.24,13.59,Brand_D,2025-07-19,4.3
SKU000183,Home,Bedding,12.07,5.3,Brand_M,2022-07-17,4.1
SKU000184,Apparel,Accessories,33.63,15.15,Brand_R,2023-10-23,4.0
SKU000185,Beauty,Makeup,56.38,24.58,Brand_S,2024-02-25,4.6
SKU000186,Sports,Team Sports,8.18,2.9,Brand_H,2025-08-02,4.1
SKU000187,Apparel,Pants,36.64,20.27,Brand_D,2024-01-01,3.4
SKU000188,Apparel,Pants,75.01,39.42,Brand_D,2025-03-06,3.8
SKU000189,Apparel,Pants,26.65,13.61,Brand_C,2022-05-03,2.8
SKU000190,Electronics,Wearables,212.1,89.81,Brand_C,2026-05-07,4.5
SKU000191,Toys,Educational,32.3,19.88,Brand_H,2024-08-04,3.9
SKU000192,Apparel,Accessories,44.95,16.94,Brand_B,2023-03-15,4.3
SKU000193,Beauty,Makeup,8.68,3.51,Brand_M,2026-01-04,4.0
SKU000194,Sports,Team Sports,64.11,27.95,Brand_N,2026-01-20,4.5
SKU000195,Electronics,Cables,13.31,7.2,Brand_T,2024-09-13,3.8
SKU000196,Beauty,Skincare,27.23,17.53,Brand_G,2024-12-01,4.3
SKU000197,Electronics,Cables,36.27,21.59,Brand_T,2022-01-20,3.6
SKU000198,Sports,Cycling,32.09,15.61,Brand_M,2025-05-11,4.8
SKU000199,Electronics,Phones,49.09,18.28,Brand_F,2023-03-14,4.7
SKU000200,Apparel,Outerwear,37.75,15.68,Brand_T,2025-10-21,3.7
SKU000201,Apparel,Accessories,22.71,13.02,Brand_E,2022-03-23,3.5
SKU000202,Toys,Games,15.26,7.16,Brand_Q,2024-06-17,4.1
SKU000203,Home,Decor,42.05,15.25,Brand_A,2025-09-12,3.0
SKU000204,Home,Kitchen,95.24,49.14,Brand_F,2026-04-24,3.7
SKU000205,Toys,Educational,15.55,6.23,Brand_C,2026-02-09,4.6
SKU000206,Apparel,Outerwear,46.7,26.98,Brand_B,2024-01-18,4.1
SKU000207,Toys,Plush,39.75,16.34,Brand_K,2022-03-25,4.2
SKU000208,Electronics,Cables,18.68,8.15,Brand_M,2024-01-20,3.2
SKU000209,Electronics,Audio,72.44,42.18,Brand_H,2024-07-11,3.9
SKU000210,Beauty,Fragrance,21.43,10.97,Brand_T,2023-08-13,3.3
SKU000211,Toys,Building,4.09,2.49,Brand_J,2022-01-06,3.4
SKU000212,Electronics,Cables,85.34,39.44,Brand_L,2025-11-22,4.3
SKU000213,Sports,Outdoor,9.77,3.45,Brand_L,2024-01-07,4.3
SKU000214,Home,Lighting,67.39,30.83,Brand_A,2023-11-20,3.4
SKU000215,Electronics,Laptops,124.34,66.18,Brand_P,2024-12-02,4.8
SKU000216,Apparel,Outerwear,12.98,5.99,Brand_F,2024-01-15,4.3
SKU000217,Home,Bedding,10.56,6.72,Brand_D,2024-09-08,4.7
SKU000218,Apparel,Shoes,23.08,11.0,Brand_M,2023-01-13,3.5
SKU000219,Apparel,Accessories,12.38,5.4,Brand_O,2025-05-15,4.1
SKU000220,Sports,Cycling,97.05,51.06,Brand_B,2025-06-16,4.9
SKU000221,Sports,Team Sports,45.02,24.32,Brand_D,2023-01-23,4.1
SKU000222,Apparel,Accessories,14.58,6.36,Brand_I,2023-08-20,3.9
SKU000223,Beauty,Makeup,63.84,32.23,Brand_P,2026-02-11,3.1
SKU000224,Sports,Fitness,18.43,10.45,Brand_F,2024-05-27,3.9
SKU000225,Sports,Outdoor,83.5,32.88,Brand_O,2026-08-16,5.0
SKU000226,Beauty,Skincare,26.94,14.23,Brand_C,2022-08-19,4.9
SKU000227,Apparel,Pants,43.96,18.27,Brand_D,2024-03-30,4.2
SKU000228,Home,Kitchen,7.25,3.1,Brand_E,2024-02-21,3.8
SKU000229,Apparel,Shirts,26.43,9.33,Brand_O,2024-05-10,3.8
SKU000230,Apparel,Pants,43.79,28.36,Brand_K,2023-07-13,3.8
SKU000231,Electronics,Cables,27.94,17.73,Brand_A,2022-03-15,4.6
SKU000232,Apparel,Outerwear,29.16,13.27,Brand_O,2025-10-06,3.8
SKU000233,Apparel,Shirts,31.51,20.06,Brand_Q,2025-12-17,3.7
SKU000234,Electronics,Laptops,50.21,29.11,Brand_A,2022-01-30,4.5
SKU000235,Toys,Educational,34.12,16.49,Brand_O,2022-02-21,4.5
SKU000236,Apparel,Shirts,8.42,3.0,Brand_R,2024-01-06,3.8
SKU000237,Electronics,Cables,51.83,21.79,Brand_J,2022-11-20,3.6
SKU000238,Beauty,Skincare,13.45,5.68,Brand_B,2023-05-16,4.0
SKU000239,Beauty,Haircare,16.48,10.15,Brand_K,2022-03-21,5.0
SKU000240,Apparel,Shirts,29.63,17.46,Brand_T,2024-10-21,4.0
SKU000241,Apparel,Accessories,53.12,34.29,Brand_K,2024-04-17,4.4
SKU000242,Electronics,Laptops,40.23,25.0,Brand_T,2022-03-04,4.0
SKU000243,Electronics,Wearables,126.58,57.72,Brand_D,2022-07-29,4.1
SKU000244,Electronics,Audio,231.02,133.34,Brand_F,2025-01-11,3.5
SKU000245,Electronics,Cables,46.52,20.24,Brand_K,2026-04-16,5.0
SKU000246,Apparel,Pants,57.11,25.2,Brand_L,2023-09-11,4.4
SKU000247,Apparel,Accessories,11.57,6.72,Brand_A,2025-01-26,4.4
SKU000248,Electronics,Cables,194.15,96.78,Brand_H,2023-01-01,3.9
SKU000249,Sports,Fitness,30.45,10.89,Brand_M,2024-08-22,4.3
SKU000250,Sports,Cycling,104.14,39.96,Brand_F,2023-09-13,3.9
SKU000251,Electronics,Wearables,12.67,7.33,Brand_S,2023-01-16,3.9
SKU000252,Home,Lighting,86.35,51.69,Brand_B,2024-02-25,4.1
SKU000253,Apparel,Accessories,6.31,2.58,Brand_D,2025-12-03,4.3
SKU000254,Apparel,Outerwear,10.24,4.27,Brand_S,2024-04-27,3.0
SKU000255,Sports,Team Sports,45.29,16.46,Brand_H,2026-01-06,4.1
SKU000256,Electronics,Phones,54.33,26.03,Brand_F,2022-06-22,3.5
SKU000257,Toys,Plush,18.43,11.97,Brand_J,2025-05-12,3.5
SKU000258,Apparel,Outerwear,27.85,16.15,Brand_C,2026-05-28,4.1
SKU000259,Apparel,Shirts,124.04,48.0,Brand_G,2026-06-15,5.0
SKU000260,Toys,Educational,17.33,9.16,Brand_O,2024-01-26,4.2
SKU000261,Home,Kitchen,21.83,8.37,Brand_N,2022-11-17,3.8
SKU000262,Sports,Outdoor,27.25,15.94,Brand_F,2022-06-18,3.7
SKU000263,Electronics,Wearables,34.32,12.38,Brand_K,2023-11-17,4.2
SKU000264,Electronics,Wearables,148.97,59.98,Brand_E,2022-07-06,4.1
SKU000265,Sports,Fitness,49.54,25.45,Brand_K,2026-04-11,3.7
SKU000266,Home,Decor,18.8,8.3,Brand_P,2026-06-30,4.8
SKU000267,Beauty,Makeup,9.02,5.65,Brand_Q,2022-06-20,4.6
SKU000268,Apparel,Shirts,39.55,18.35,Brand_C,2024-05-30,5.0
SKU000269,Sports,Cycling,56.47,21.69,Brand_P,2025-03-08,4.2
SKU000270,Sports,Outdoor,146.85,90.45,Brand_F,2022-10-26,3.8
SKU000271,Beauty,Haircare,23.2,10.59,Brand_B,2022-11-20,5.0
SKU000272,Electronics,Phones,239.01,104.25,Brand_F,2023-05-26,4.1
SKU000273,Home,Bedding,24.84,14.38,Brand_Q,2022-02-15,3.7
SKU000274,Electronics,Laptops,83.97,30.77,Brand_A,2022-04-26,4.2
SKU000275,Home,Bedding,73.25,35.03,Brand_N,2025-05-03,4.7
SKU000276,Beauty,Fragrance,22.53,10.18,Brand_K,2024-06-13,4.4
SKU000277,Apparel,Shoes,32.82,16.18,Brand_F,2025-04-01,3.6
SKU000278,Home,Decor,40.03,19.32,Brand_K,2023-01-06,4.2
SKU000279,Home,Decor,116.01,56.36,Brand_E,2023-04-28,4.3
SKU000280,Apparel,Shirts,30.76,11.62,Brand_E,2025-06-07,3.8
SKU000281,Electronics,Phones,100.06,36.24,Brand_F,2026-05-01,3.9
SKU000282,Beauty,Fragrance,27.12,10.46,Brand_D,2024-02-22,3.5
SKU000283,Apparel,Shoes,33.61,14.55,Brand_O,2026-06-03,3.8
SKU000284,Apparel,Shoes,7.44,3.97,Brand_D,2026-06-29,4.5
SKU000285,Toys,Games,77.12,40.23,Brand_K,2022-11-10,4.7
SKU000286,Apparel,Shirts,37.11,15.17,Brand_J,2022-09-01,4.7
SKU000287,Home,Decor,45.19,19.35,Brand_P,2023-10-11,3.9
SKU000288,Electronics,Cables,28.86,10.53,Brand_C,2022-03-22,3.4
SKU000289,Beauty,Makeup,43.78,21.57,Brand_Q,2025-11-07,4.4
SKU000290,Electronics,Laptops,30.14,18.29,Brand_D,2025-01-15,4.5
SKU000291,Home,Lighting,36.44,17.43,Brand_E,2022-12-03,3.9
SKU000292,Sports,Team Sports,18.61,10.38,Brand_D,2024-11-07,4.6
SKU000293,Electronics,Audio,40.39,17.02,Brand_I,2025-11-05,4.4
SKU000294,Apparel,Shirts,19.44,10.89,Brand_F,2022-09-03,4.9
SKU000295,Sports,Outdoor,42.28,24.3,Brand_E,2023-10-21,3.9
SKU000296,Electronics,Cables,41.29,23.42,Brand_G,2023-12-21,3.7
SKU000297,Electronics,Wearables,28.71,14.83,Brand_B,2026-04-27,4.1
SKU000298,Electronics,Audio,202.04,82.53,Brand_S,2023-03-03,3.6
SKU000299,Home,Storage,37.51,13.33,Brand_A,2022-07-15,4.2
SKU000300,Sports,Fitness,48.59,17.59,Brand_O,2024-06-20,3.1
SKU000301,Home,Kitchen,54.21,30.77,Brand_D,2026-07-31,4.3
SKU000302,Home,Kitchen,14.39,9.22,Brand_C,2025-04-16,4.0
SKU000303,Electronics,Audio,359.18,175.65,Brand_R,2026-03-06,4.4
SKU000304,Sports,Team Sports,35.26,21.06,Brand_A,2023-11-27,3.7
SKU000305,Home,Storage,43.18,22.28,Brand_M,2026-02-13,3.3
SKU000306,Electronics,Cables,253.47,157.4,Brand_C,2022-11-04,4.4
SKU000307,Electronics,Laptops,108.04,51.65,Brand_T,2024-10-26,4.0
SKU000308,Apparel,Pants,19.37,7.76,Brand_T,2023-07-18,3.8
SKU000309,Apparel,Pants,9.62,3.6,Brand_A,2023-03-29,3.5
SKU000310,Sports,Cycling,76.05,32.35,Brand_J,2024-12-28,4.4
SKU000311,Apparel,Outerwear,11.4,4.03,Brand_O,2023-02-08,4.5
SKU000312,Electronics,Wearables,15.64,9.07,Brand_A,2025-05-07,3.6
SKU000313,Sports,Team Sports,11.84,5.89,Brand_Q,2024-04-06,4.9
SKU000314,Beauty,Skincare,45.57,29.33,Brand_P,2023-12-07,3.9
SKU000315,Toys,Games,15.79,5.94,Brand_K,2025-02-02,3.8
SKU000316,Beauty,Makeup,27.04,17.04,Brand_R,2026-06-11,4.4
SKU000317,Apparel,Shirts,73.5,46.84,Brand_N,2023-07-17,2.6
SKU000318,Home,Decor,60.88,27.6,Brand_I,2024-06-23,3.9
SKU000319,Electronics,Audio,72.42,32.4,Brand_B,2024-07-23,4.7
SKU000320,Home,Decor,22.65,8.91,Brand_F,2023-01-10,4.7
SKU000321,Beauty,Skincare,20.36,7.67,Brand_I,2023-05-29,3.3
SKU000322,Apparel,Pants,144.55,76.31,Brand_D,2023-05-20,3.9
SKU000323,Beauty,Fragrance,11.96,6.33,Brand_L,2026-07-19,3.6
SKU000324,Electronics,Wearables,98.47,44.15,Brand_B,2023-08-13,4.3
SKU000325,Home,Lighting,27.32,15.89,Brand_L,2023-11-18,2.9
SKU000326,Electronics,Laptops,37.71,20.32,Brand_N,2023-08-09,3.4
SKU000327,Apparel,Outerwear,42.51,18.68,Brand_O,2023-11-16,4.6
SKU000328,Apparel,Shirts,16.18,9.12,Brand_K,2023-07-03,4.7
SKU000329,Electronics,Audio,171.66,72.57,Brand_O,2025-02-02,4.0
SKU000330,Home,Lighting,49.38,30.89,Brand_O,2023-02-03,4.1
SKU000331,Apparel,Outerwear,43.31,22.17,Brand_F,2023-02-14,5.0
SKU000332,Beauty,Makeup,21.12,9.78,Brand_E,2024-06-17,4.0
SKU000333,Toys,Games,8.21,4.55,Brand_P,2023-12-18,4.5
SKU000334,Apparel,Shirts,27.14,16.83,Brand_M,2026-06-01,4.3
SKU000335,Electronics,Wearables,79.31,32.13,Brand_B,2022-03-15,3.4
SKU000336,Home,Bedding,70.75,38.47,Brand_C,2022-03-01,3.7
SKU000337,Apparel,Outerwear,27.86,13.77,Brand_G,2026-03-09,4.3
SKU000338,Home,Storage,33.53,18.06,Brand_D,2022-10-05,3.9
SKU000339,Beauty,Skincare,29.16,13.39,Brand_E,2024-09-25,3.9
SKU000340,Electronics,Phones,26.04,13.6,Brand_D,2024-03-20,4.2
SKU000341,Sports,Fitness,14.81,9.38,Brand_A,2024-12-11,3.3
SKU000342,Apparel,Outerwear,23.72,13.79,Brand_H,2022-01-20,3.7
SKU000343,Electronics,Laptops,179.41,75.5,Brand_M,2025-12-01,3.4
SKU000344,Electronics,Cables,43.53,24.61,Brand_C,2022-03-27,3.7
